Date,Open,High,Low,Close,Adj Close,Volume
2021-08-26,778.190002,781.940002,776.190002,780.309998,780.309998,55900
2021-08-27,780.409973,787.330017,779.849976,787.039978,787.039978,50900
2021-08-30,788.320007,790.229980,787.880005,789.140015,789.140015,38400
2021-08-31,791.270020,792.539978,784.900024,787.619995,787.619995,83200
2021-09-01,793.390015,793.909973,787.750000,790.000000,790.000000,68100
2021-09-02,789.109985,793.760010,787.630005,793.320007,793.320007,56800
2021-09-03,793.229980,794.099976,784.809998,789.549988,789.549988,54200
2021-09-06,792.789978,798.719971,792.789978,798.549988,798.549988,55552400
2021-09-07,798.049988,799.510010,793.640015,794.729980,794.729980,70473800
2021-09-08,789.830017,791.919983,784.349976,789.000000,789.000000,69300
2021-09-09,785.109985,787.169983,785.109985,787.169983,787.169983,70600
2021-09-10,790.289978,794.059998,786.840027,788.489990,788.489990,64600
2021-09-13,789.489990,794.880005,789.489990,791.450012,791.450012,63700
2021-09-14,792.650024,798.039978,789.570007,797.710022,797.710022,63000
2021-09-15,798.760010,800.340027,794.099976,794.190002,794.190002,79000
2021-09-16,797.099976,800.409973,796.719971,798.150024,798.150024,77300
2021-09-17,803.669983,804.469971,788.030029,789.489990,789.489990,146000
2021-09-20,779.799988,781.380005,773.239990,778.280029,778.280029,102900
2021-09-21,781.979980,789.969971,781.979980,786.309998,786.309998,80300
2021-09-22,790.250000,792.950012,786.849976,792.400024,792.400024,66000
2021-09-23,799.150024,803.109985,797.929993,800.609985,800.609985,68100
2021-09-24,797.760010,798.190002,790.630005,791.450012,791.450012,68500
2021-09-27,798.489990,798.669983,787.090027,788.669983,788.669983,88200
2021-09-28,787.020020,788.280029,772.450012,773.710022,773.710022,109200
2021-09-29,775.679993,783.789978,774.830017,775.840027,775.840027,85300
2021-09-30,782.669983,785.179993,771.789978,771.940002,771.940002,106180400
2021-10-01,761.820007,766.690002,761.820007,766.690002,766.690002,91181000
2021-10-04,762.260010,765.960022,756.539978,757.200012,757.200012,78300
2021-10-05,758.840027,771.609985,758.840027,771.190002,771.190002,83600
2021-10-06,763.489990,764.090027,751.059998,761.219971,761.219971,95100
2021-10-07,771.179993,777.849976,767.640015,777.179993,777.179993,88300
2021-10-08,777.450012,777.500000,772.049988,772.049988,772.049988,73300
2021-10-11,771.580017,775.330017,768.219971,773.789978,773.789978,67825000
2021-10-12,763.890015,773.849976,763.239990,771.469971,771.469971,70100
2021-10-13,769.590027,778.909973,767.520020,777.520020,777.520020,80800
2021-10-14,785.080017,791.559998,784.000000,790.840027,790.840027,74673100
2021-10-15,796.640015,801.030029,792.330017,800.409973,800.409973,91491600
2021-10-18,797.039978,798.479980,792.590027,796.739990,796.739990,62900
2021-10-19,800.000000,803.239990,798.369995,802.489990,802.489990,60300
2021-10-20,798.729980,808.359985,798.729980,805.469971,805.469971,69300
2021-10-21,801.229980,809.679993,800.869995,807.640015,807.640015,64100
2021-10-22,812.500000,816.969971,810.919983,812.969971,812.969971,64100
2021-10-25,815.520020,816.750000,812.070007,813.020020,813.020020,62500
2021-10-26,813.440002,818.309998,813.090027,816.909973,816.909973,76600
2021-10-27,816.030029,818.270020,813.919983,815.289978,815.289978,79800
2021-10-28,812.809998,815.950012,810.450012,812.229980,812.229980,88500
2021-10-29,804.460022,811.530029,801.260010,810.909973,810.909973,86500
2021-11-01,815.250000,815.630005,808.299988,811.739990,811.739990,68842800
2021-11-02,809.210022,812.530029,808.419983,812.289978,812.289978,68359200
2021-11-03,811.280029,816.070007,811.280029,816.010010,816.010010,63223800
2021-11-04,820.710022,822.340027,818.039978,820.380005,820.380005,82042000
2021-11-05,820.150024,824.719971,819.049988,819.719971,819.719971,72958400
2021-11-08,818.219971,820.880005,817.479980,817.590027,817.590027,59000
2021-11-09,815.270020,818.119995,813.099976,815.169983,815.169983,61100
2021-11-10,817.080017,817.080017,814.630005,814.630005,814.630005,76300
2021-11-11,812.219971,816.349976,809.039978,816.349976,816.349976,64400
2021-11-12,815.380005,820.299988,813.059998,820.299988,820.299988,60700
2021-11-15,820.919983,823.210022,817.799988,823.210022,823.210022,71161500
2021-11-16,825.710022,826.500000,825.710022,826.500000,826.500000,71600
2021-11-17,827.380005,829.349976,825.820007,827.570007,827.570007,63800
2021-11-18,826.219971,829.659973,823.440002,825.059998,825.059998,70400
2021-11-19,825.280029,828.000000,820.450012,821.799988,821.799988,116777900
2021-11-22,824.250000,825.380005,815.340027,815.340027,815.340027,95695700
2021-11-23,807.500000,810.109985,801.500000,802.239990,802.239990,77108500
2021-11-24,804.979980,807.289978,795.280029,802.960022,802.960022,91727500
2021-11-25,806.919983,808.909973,803.780029,807.549988,807.549988,53564600
2021-11-26,782.270020,793.000000,779.700012,781.630005,781.630005,155700
2021-11-29,791.630005,793.760010,786.380005,787.010010,787.010010,100922600
2021-11-30,778.570007,786.840027,774.309998,777.390015,777.390015,154400
2021-12-01,783.840027,792.159973,783.840027,790.700012,790.700012,90800
2021-12-02,779.789978,783.750000,773.369995,778.799988,778.799988,90800
2021-12-03,784.799988,785.099976,769.140015,772.219971,772.219971,84300
2021-12-06,778.229980,780.440002,770.880005,778.429993,778.429993,0
